CS14_ENG_001_00	per:holds_shares_in	LDC	bolt-eng-DF-170-181113-84603:83990-84106	Global Crossing	bolt-eng-DF-170-181113-84603:11752-11766	1.0
CS14_ENG_152_00	per:siblings	LDC	AFP_ENG_20100703.0167:541-604	Kristyna Pliskova	AFP_ENG_20100703.0167:187-203	1.0
CS14_ENG_152_01	per:countries_of_residence	LDC	APW_ENG_20100802.0533:197-269	Czech Republic	APW_ENG_20100802.0533:256-269	1.0
CS14_ENG_153_00	org:top_members_employees	LDC	XIN_ENG_20100120.0139:200-343,XIN_ENG_20100120.0139:345-354	Sipho Thomo	XIN_ENG_20100120.0139:278-288	1.0
CS14_ENG_153_01	per:title	LDC	XIN_ENG_20100120.0139:200-343,XIN_ENG_20100120.0139:345-354	chief executive	XIN_ENG_20100120.0139:204-218	1.0
CS14_ENG_153_00	org:top_members_employees	LDC	XIN_ENG_20100120.0139:365-470	Popo Molefe	XIN_ENG_20100120.0139:382-392	1.0
CS14_ENG_153_01	per:title	LDC	XIN_ENG_20100120.0139:365-470	Chairman	XIN_ENG_20100120.0139:373-380	1.0
CS14_ENG_154_00	per:parents	LDC	APW_ENG_20090821.1272:872-983	Mohamed Bary	APW_ENG_20090821.1272:884-895	1.0
CS14_ENG_154_01	per:religion	LDC	APW_ENG_20100803.0734:195-335,APW_ENG_20100803.0734:337-368	Muslim	APW_ENG_20100803.0734:286-291	1.0
CS14_ENG_154_00	per:parents	LDC	APW_ENG_20100803.0734:1648-1740	Aysha Bary	APW_ENG_20100803.0734:1709-1718	1.0
CS14_ENG_154_01	per:religion	LDC	APW_ENG_20100803.0734:195-335,APW_ENG_20100803.0734:337-368	Muslim	APW_ENG_20100803.0734:286-291	1.0
CS14_ENG_155_00	per:spouse	LDC	APW_ENG_20090601.0941:409-544	Christian Karl Gerhartsreiter	APW_ENG_20090601.0941:485-513	1.0
CS14_ENG_155_01	per:alternate_names	LDC	APW_ENG_20090604.0060:183-247	Clark Rockefeller	APW_ENG_20090604.0060:231-247	1.0
CS14_ENG_155_01	per:alternate_names	LDC	APW_ENG_20090604.0060:3394-3542,APW_ENG_20090604.0060:3544-3642	Dr. Reiter	APW_ENG_20090604.0060:3532-3541	1.0
CS14_ENG_155_01	per:alternate_names	LDC	APW_ENG_20090604.0060:3394-3542,APW_ENG_20090604.0060:3544-3642	Charles "Chip" Smith	APW_ENG_20090604.0060:3589-3608	1.0
CS14_ENG_155_01	per:alternate_names	LDC	APW_ENG_20090611.0116:2720-2860	Christopher Chichester	APW_ENG_20090611.0116:2762-2783	1.0
CS14_ENG_156_00	per:employee_or_member_of	LDC	eng-NG-31-128245-9256312:511-643	MIT	eng-NG-31-128245-9256312:617-619	1.0
CS14_ENG_156_01	org:stateorprovince_of_headquarters	LDC	eng-NG-31-148738-8797946:331-409	Massachusetts	eng-NG-31-148738-8797946:350-362	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	WPB_ENG_20101006.0062:3826-3973,WPB_ENG_20101006.0062:3975-4008	Charles D. Stimson	WPB_ENG_20101006.0062:3831-3856	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	NYT_ENG_20100627.0004:1538-1601	Ed Meese	NYT_ENG_20100627.0004:1293-1300	1.0
CS14_ENG_157_01	per:title	LDC	NYT_ENG_20100627.0004:1538-1601	executive	NYT_ENG_20100627.0004:1550-1558	1.0
CS14_ENG_157_01	per:title	LDC	NYT_ENG_20100627.0004:1293-1362	attorney general	NYT_ENG_20100627.0004:1317-1332	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	XIN_ENG_20091012.0242:1239-1383,XIN_ENG_20091012.0242:1385-1439	Derek Scissors	XIN_ENG_20091012.0242:1337-1350	1.0
CS14_ENG_157_01	per:title	LDC	XIN_ENG_20100324.0294:673-740	economist	XIN_ENG_20100324.0294:685-693	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	NYT_ENG_20091209.0074:2939-3044	Robert Moffit	NYT_ENG_20091209.0074:2943-2955	1.0
CS14_ENG_157_01	per:title	LDC	WPB_ENG_20100121.0027:2766-2888	director of health policy studies	WPB_ENG_20100121.0027:2855-2887	1.0
CS14_ENG_157_01	per:title	LDC	WPB_ENG_20100121.0027:2766-2888	panel moderator	WPB_ENG_20100121.0027:2824-2838	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	NYT_ENG_20101205.0093:2899-3024	James Sherk	NYT_ENG_20101205.0093:2904-2914	1.0
CS14_ENG_157_01	per:title	LDC	NYT_ENG_20101205.0093:2899-3024	policy analyst	NYT_ENG_20101205.0093:2926-2939	1.0
CS14_ENG_157_01	per:title	LDC	WPB_ENG_20100308.0088:6100-6162	labor economist	WPB_ENG_20100308.0088:6120-6134	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	CNA_ENG_20091014.0030:1404-1455	Edwin Feulner	CNA_ENG_20091014.0030:1404-1416	1.0
CS14_ENG_157_01	per:title	LDC	CNA_ENG_20091014.0030:1404-1455	president	CNA_ENG_20091014.0030:953-961	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	NYT_ENG_20100629.0184:5284-5355	Ariel Cohen	NYT_ENG_20100629.0184:5284-5294	1.0
CS14_ENG_157_01	per:title	LDC	NYT_ENG_20100629.0184:5284-5355	Russia analyst	NYT_ENG_20100629.0184:5299-5312	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	CNA_ENG_20100316.0035:462-602	John J. Tkacik Jr.	CNA_ENG_20100316.0035:191-208	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	AFP_ENG_20100331.0568:2085-2154	Dean Cheng	AFP_ENG_20100331.0568:2085-2094	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	LTW_ENG_20091119.0257:1965-2079	Ben Lieberman	LTW_ENG_20091119.0257:1974-1986	1.0
CS14_ENG_157_01	per:title	LDC	LTW_ENG_20091119.0257:1965-2079	policy analyst	LTW_ENG_20091119.0257:1481-1494	1.0
CS14_ENG_157_01	per:title	LDC	WPB_ENG_20101006.0062:3826-3973,WPB_ENG_20101006.0062:3975-4008	deputy assistant secretary of defense	WPB_ENG_20101006.0062:3866-3902	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	NYT_ENG_20090918.0069:332-422	Stuart Butler	NYT_ENG_20090918.0069:332-344	1.0
CS14_ENG_157_01	per:title	LDC	NYT_ENG_20090918.0069:332-422	analyst	NYT_ENG_20090918.0069:361-367	1.0
CS14_ENG_157_01	per:title	LDC	NYT_ENG_20100701.0149:1086-1165	vice president	NYT_ENG_20100701.0149:1111-1124	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	NYT_ENG_20100113.0191:1831-1949	Ernest Istook	NYT_ENG_20100113.0191:1836-1848	1.0
CS14_ENG_157_01	per:title	LDC	NYT_ENG_20100113.0191:1831-1949	congressman	NYT_ENG_20100113.0191:1924-1934	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	XIN_ENG_20100727.0189:1706-1770	Lisa Curtis	XIN_ENG_20100727.0189:1706-1716	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	XIN_ENG_20090606.0191:4441-4550	James Phillips	XIN_ENG_20090606.0191:4457-4470	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	WPB_ENG_20101119.0094:3602-3675	Baker Spring	WPB_ENG_20101119.0094:3607-3618	1.0
CS14_ENG_157_01	per:title	LDC	WPB_ENG_20101119.0094:3602-3675	analyst	WPB_ENG_20101119.0094:3641-3647	1.0
CS14_ENG_157_01	per:title	LDC	NYT_ENG_20100722.0161:4461-4535	treaty critic	NYT_ENG_20100722.0161:4523-4535	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	XIN_ENG_20100210.0231:1973-2045	J.D. Foster	XIN_ENG_20100210.0231:1973-1983	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	XIN_ENG_20100203.0269:1851-1915	Mackenzie Eaglen	XIN_ENG_20100203.0269:1851-1866	1.0
CS14_ENG_157_01	per:title	LDC	WPB_ENG_20100716.0048:2595-2666	analyst	WPB_ENG_20100716.0048:391-397	1.0
CS14_ENG_157_01	per:title	LDC	LTW_ENG_20090911.0149:5476-5535	scholar	LTW_ENG_20090911.0149:5501-5507	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	NYT_ENG_20100512.0118:2181-2256	James L. Gattuso	NYT_ENG_20100512.0118:2181-2196	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	NYT_ENG_20100429.0170:1338-1419	Bruce Klingner	NYT_ENG_20100429.0170:1338-1351	1.0
CS14_ENG_157_01	per:title	LDC	AFP_ENG_20100520.0785:2821-2886	analyst	AFP_ENG_20100520.0785:292-298	1.0
CS14_ENG_157_01	per:title	LDC	WPB_ENG_20101228.0029:2458-2561	researcher	WPB_ENG_20101228.0029:2524-2533	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	NYT_ENG_20101030.0074:2483-2574	James Jay Carafano	NYT_ENG_20101030.0074:2488-2505	1.0
CS14_ENG_157_01	per:title	LDC	XIN_ENG_20100316.0274:3765-3841	policy analyst	XIN_ENG_20100316.0274:2464-2477	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	NYT_ENG_20090609.0166:2495-2554	Brian M. Riedl	NYT_ENG_20090609.0166:2495-2508	1.0
CS14_ENG_157_01	per:title	LDC	XIN_ENG_20090912.0180:3452-3533	policy analyst	XIN_ENG_20090912.0180:3475-3488	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	NYT_ENG_20091023.0124:2648-2736	Ron Utt	NYT_ENG_20091023.0124:2653-2659	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	NYT_ENG_20091116.0136:2553-2623	Robert Rector	NYT_ENG_20091116.0136:2558-2570	1.0
CS14_ENG_157_01	per:title	LDC	NYT_ENG_20091116.0136:2553-2623	analyst	NYT_ENG_20091116.0136:1633-1639	1.0
CS14_ENG_157_00	org:employees_or_members	LDC	AFP_ENG_20100128.0716:1939-2001	Mike Gonzalez	AFP_ENG_20100128.0716:1943-1955	1.0
CS14_ENG_158_00	per:parents	LDC	NYT_ENG_20101231.0106:175-198	Arnie Bielema	NYT_ENG_20101231.0106:175-187	1.0
CS14_ENG_158_01	per:cities_of_residence	LDC	NYT_ENG_20101231.0106:170-255	Prophetstown	NYT_ENG_20101231.0106:238-249	1.0
CS14_ENG_160_00	org:top_members_employees	LDC	eng-NG-31-135914-9778703:330-388	Mukesh Ambani	eng-NG-31-135914-9778703:376-388	1.0
CS14_ENG_160_01	per:siblings	LDC	AFP_ENG_20091104.0336:1323-1344,AFP_ENG_20091104.0336:1454-1495	Anil Ambani	AFP_ENG_20091104.0336:1323-1344	1.0
CS14_ENG_161_00	per:cities_of_residence	LDC	APW_ENG_20090616.1095:2311-2403	El Paso	APW_ENG_20090616.1095:2365-2371	1.0
CS14_ENG_161_01	gpe:employees_or_members	LDC	eng-NG-31-137723-8622751:1221-1321	John Cook	eng-NG-31-137723-8622751:1235-1243	1.0
CS14_ENG_161_01	gpe:employees_or_members	LDC	APW_ENG_20090812.1268:1106-1216	Greg Allen	APW_ENG_20090812.1268:1127-1136	1.0
CS14_ENG_162_00	per:city_of_death	LDC	eng-NG-31-126958-8238195:351-495,eng-NG-31-126958-8238195:497-602	Baton Rouge	eng-NG-31-126958-8238195:320-330	1.0
CS14_ENG_162_01	gpe:headquarters_in_city	LDC	eng-NG-31-141808-9968081:27207-27296	Nerjyzed Entertainment	eng-NG-31-141808-9968081:27211-27232	1.0
CS14_ENG_162_01	gpe:headquarters_in_city	LDC	NYT_ENG_20100412.0157:5060-5207,NYT_ENG_20100412.0157:5209-5258	Delphi	NYT_ENG_20100412.0157:4598-4603	1.0
CS14_ENG_162_01	gpe:headquarters_in_city	LDC	NYT_ENG_20101022.0011:5876-5950	76	NYT_ENG_20101022.0011:5876-5889	1.0
CS14_ENG_162_01	gpe:headquarters_in_city	LDC	WPB_ENG_20100605.0010:2407-2546,WPB_ENG_20100605.0010:2548-2599	National Association of State Retirement Administrators	WPB_ENG_20100605.0010:2518-2572	1.0
CS14_ENG_162_01	gpe:headquarters_in_city	LDC	NYT_ENG_20100207.0060:4920-5050	Southern Audio Services	NYT_ENG_20100207.0060:4920-4942	1.0
CS14_ENG_162_01	gpe:headquarters_in_city	LDC	WPB_ENG_20100819.0025:6127-6273,WPB_ENG_20100819.0025:6275-6286	Louisiana Oil Gas Association	WPB_ENG_20100819.0025:6208-6236	1.0
CS14_ENG_163_00	gpe:headquarters_in_city	LDC	eng-NG-31-127214-8271142:461-581	San Francisco 49ers	eng-NG-31-127214-8271142:300-318	1.0
CS14_ENG_163_01	org:employees_or_members	LDC	eng-NG-31-127214-8271142:1582-1682	Joe Nedney	eng-NG-31-127214-8271142:1604-1613	1.0
CS14_ENG_163_00	gpe:headquarters_in_city	LDC	CNA_ENG_20100720.0013:599-703	Intel Corp.	CNA_ENG_20100720.0013:228-238	1.0
CS14_ENG_163_00	gpe:headquarters_in_city	LDC	LTW_ENG_20091005.0010:8346-8444	Applied Materials	LTW_ENG_20091005.0010:7648-7664	1.0
CS14_ENG_163_00	gpe:headquarters_in_city	LDC	eng-NG-31-146856-10448337:4077-4145	FileMaker, Inc	eng-NG-31-146856-10448337:4148-4161	1.0
CS14_ENG_163_00	gpe:headquarters_in_city	LDC	eng-NG-31-127464-8318486:2431-2559	Sun Microsystems Inc.	eng-NG-31-127464-8318486:662-682	1.0
CS14_ENG_163_00	gpe:headquarters_in_city	LDC	eng-NG-31-142265-10040767:3778-3825	Affymetrix Inc.	eng-NG-31-142265-10040767:3811-3825	1.0
CS14_ENG_164_00	per:holds_shares_in	LDC	XIN_ENG_20090927.0012:800-942	DNO International	XIN_ENG_20090927.0012:390-406	1.0
CS14_ENG_164_01	org:city_of_headquarters	LDC	APW_ENG_20091006.0302:2328-2341	Oslo	APW_ENG_20091006.0302:122-125	1.0
CS14_ENG_165_00	per:spouse	LDC	AFP_ENG_20100719.0409:184-205,AFP_ENG_20100719.0409:349-361	Eleonora Moro	AFP_ENG_20100719.0409:349-361	1.0
CS14_ENG_165_01	per:cause_of_death	LDC	AFP_ENG_20100719.0409:349-380	2010-07-17	AFP_ENG_20100719.0409:373-380	1.0
CS14_ENG_166_00	gpe:employees_or_members	LDC	AFP_ENG_20100115.0200:520-557	Blaise Compaore	AFP_ENG_20100115.0200:543-557	1.0
CS14_ENG_166_01	per:organizations_founded	LDC	AFP_ENG_20090726.0360:778-911	Congress for Democracy and Progress	AFP_ENG_20090726.0360:575-609	1.0
CS14_ENG_167_00	per:schools_attended	LDC	APW_ENG_20090709.0959:356-385	University High School	APW_ENG_20090709.0959:364-385	1.0
CS14_ENG_167_01	org:employees_or_members	LDC	APW_ENG_20090709.1036:1530-1567	Jeanne Lipman	APW_ENG_20090709.1036:1555-1567	1.0
CS14_ENG_168_00	per:parents	LDC	eng-NG-31-127450-9226135:778-887	Mel Tolkin	eng-NG-31-127450-9226135:166-175	1.0
CS14_ENG_168_01	per:cause_of_death	LDC	eng-NG-31-127450-9226135:778-887	heart failure	eng-NG-31-127450-9226135:793-805	1.0
CS14_ENG_169_00	per:spouse	LDC	eng-NG-31-100397-10789575:10621-10746	Louise Bourgeois	eng-NG-31-100397-10789575:159-174	1.0
CS14_ENG_169_01	per:origin	LDC	AFP_ENG_20100531.0044:193-269	French	AFP_ENG_20100531.0044:193-198	1.0
CS14_ENG_169_01	per:origin	LDC	AFP_ENG_20100531.0044:193-269	American	AFP_ENG_20100531.0044:200-207	1.0
CS14_ENG_170_00	gpe:residents_of_city	LDC	bolt-eng-DF-170-181122-8796842:488-536	Nadya Suleman	bolt-eng-DF-170-181122-8796842:538-550	1.0
CS14_ENG_170_01	per:alternate_names	LDC	APW_ENG_20100925.0114:194-216	"Octomom"	APW_ENG_20100925.0114:194-202	1.0
CS14_ENG_171_00	org:top_members_employees	LDC	AFP_ENG_20100522.0132:375-492	Mikel Karrera Sarobe	AFP_ENG_20100522.0132:375-394	1.0
CS14_ENG_171_01	per:alternate_names	LDC	XIN_ENG_20100520.0288:323-353	Ata	XIN_ENG_20100520.0288:351-353	1.0
CS14_ENG_172_00	per:siblings	LDC	WPB_ENG_20100913.0036:514-580	Kevin McCarthy	WPB_ENG_20100913.0036:57-70	1.0
CS14_ENG_172_01	per:spouse	LDC	APW_ENG_20100913.0084:3315-3351	Augusta Dabney	APW_ENG_20100913.0084:3338-3351	1.0
CS14_ENG_172_01	per:spouse	LDC	APW_ENG_20100913.0084:3379-3403	Kate Crane	APW_ENG_20100913.0084:3394-3403	1.0
CS14_ENG_173_00	gpe:employees_or_members	LDC	APW_ENG_20090613.0237:188-283	Gurbanguli Berdymukhamedov	APW_ENG_20090613.0237:425-450	1.0
CS14_ENG_173_01	per:title	LDC	bolt-eng-DF-199-192909-6669129:8973-9079	health minister	bolt-eng-DF-199-192909-6669129:8976-8990	1.0
CS14_ENG_174_00	org:city_of_headquarters	LDC	APW_ENG_20101211.0146:449-484	San Francisco	APW_ENG_20101211.0146:449-461	1.0
CS14_ENG_175_00	org:top_members_employees	LDC	APW_ENG_20100327.0296:492-530	Clemens Hellsberg	APW_ENG_20100327.0296:514-530	1.0
CS14_ENG_175_01	per:title	LDC	APW_ENG_20100327.0296:492-530	chairman	APW_ENG_20100327.0296:505-512	1.0
CS14_ENG_176_00	gpe:headquarters_in_city	LDC	APW_ENG_20091028.0745:563-652	Goodyear Tire &amp; Rubber Co.	APW_ENG_20091028.0745:178-207	1.0
CS14_ENG_176_01	org:top_members_employees	LDC	APW_ENG_20091028.0745:947-1027	Robert J. Keegan	APW_ENG_20091028.0745:993-1008	1.0
CS14_ENG_176_00	gpe:headquarters_in_city	LDC	APW_ENG_20100211.0703:891-1020	First Energy	APW_ENG_20100211.0703:58-68	1.0
CS14_ENG_176_01	org:top_members_employees	LDC	APW_ENG_20100211.0703:805-880	Anthony J. Alexander	APW_ENG_20100211.0703:805-824	1.0
CS14_ENG_177_00	gpe:residents_of_city	LDC	AFP_ENG_20091208.0671:1090-1185	Lindsey Vonn	AFP_ENG_20091208.0671:203-214	1.0
CS14_ENG_177_01	per:origin	LDC	AFP_ENG_20091208.0671:601-688	American	AFP_ENG_20091208.0671:73-80	1.0
CS14_ENG_177_00	gpe:residents_of_city	LDC	APW_ENG_20101226.0013:2077-2183	John Feagin	APW_ENG_20101226.0013:2077-2087	1.0
CS14_ENG_178_00	per:city_of_birth	LDC	APW_ENG_20100311.0046:3822-3931	Sean O'Casey	APW_ENG_20100311.0046:3836-3847	1.0
CS14_ENG_178_01	gpe:residents_of_city	LDC	NYT_ENG_20101230.0026:1695-1796	Colm Toibin	NYT_ENG_20101230.0026:584-594	1.0
CS14_ENG_178_01	gpe:residents_of_city	LDC	NYT_ENG_20100226.0082:3218-3314	John Banville	NYT_ENG_20100226.0082:414-426	1.0
CS14_ENG_178_01	gpe:residents_of_city	LDC	NYT_ENG_20100916.0051:381-460	Seamus Heaney	NYT_ENG_20100916.0051:168-180	1.0
CS14_ENG_178_01	gpe:residents_of_city	LDC	WPB_ENG_20100326.0021:7247-7310	Sinead O'Connor	WPB_ENG_20100326.0021:122-136	1.0
CS14_ENG_178_01	gpe:residents_of_city	LDC	WPB_ENG_20100728.0080:2286-2412	Bernard McNamara	WPB_ENG_20100728.0080:2343-2358	1.0
CS14_ENG_179_00	per:organizations_founded	LDC	APW_ENG_20100831.0027:2518-2660,APW_ENG_20100831.0027:2662-2669	Armadillo Aerospace	APW_ENG_20100831.0027:421-439	1.0
CS14_ENG_179_01	org:number_of_employees_members	LDC	APW_ENG_20100831.0027:2518-2660,APW_ENG_20100831.0027:2662-2669	7	APW_ENG_20100831.0027:2598-2611	1.0
CS14_ENG_179_00	per:organizations_founded	LDC	APW_ENG_20100831.0027:2518-2660,APW_ENG_20100831.0027:2662-2669	id Software	APW_ENG_20100831.0027:2659-2669	1.0
CS14_ENG_180_00	gpe:employees_or_members	LDC	APW_ENG_20101009.0047:462-546	Anthony DaRos	APW_ENG_20101009.0047:487-499	1.0
CS14_ENG_180_01	per:title	LDC	APW_ENG_20101009.0047:462-546	first selectman	APW_ENG_20101009.0047:471-485	1.0
CS14_ENG_181_00	per:other_family	LDC	AFP_ENG_20090819.0129:627-676	James Kane	AFP_ENG_20090819.0129:667-676	1.0
CS14_ENG_181_01	per:charges	LDC	AFP_ENG_20090819.0129:763-855,AFP_ENG_20090819.0129:196-289	misdemeanor theft	AFP_ENG_20090819.0129:253-269	1.0
CS14_ENG_181_01	per:charges	LDC	AFP_ENG_20090819.0129:763-855,AFP_ENG_20090819.0129:196-289	assault	AFP_ENG_20090819.0129:97-103	1.0
CS14_ENG_182_00	gpe:employees_or_members	LDC	APW_ENG_20090901.0971:2167-2259,APW_ENG_20090901.0971:370-459	Frankie Neylon	APW_ENG_20090901.0971:2173-2186	1.0
CS14_ENG_182_01	per:title	LDC	APW_ENG_20090901.0971:2167-2259	Mayor	APW_ENG_20090901.0971:2167-2171	1.0
CS14_ENG_183_00	gpe:headquarters_in_city	LDC	AFP_ENG_20100205.0587:1495-1553	Airgas Inc.	AFP_ENG_20100205.0587:339-349	1.0
CS14_ENG_183_01	org:top_members_employees	LDC	AFP_ENG_20100205.0587:1995-2078	Peter McCausland	AFP_ENG_20100205.0587:2018-2033	1.0
CS14_ENG_183_00	gpe:headquarters_in_city	LDC	APW_ENG_20100907.0430:1138-1261	Lincoln National Corp.	APW_ENG_20100907.0430:475-496	1.0
CS14_ENG_183_01	org:top_members_employees	LDC	WPB_ENG_20100325.0018:11561-11656	Dennis Glass	WPB_ENG_20100325.0018:11582-11593	1.0
CS14_ENG_184_00	per:employee_or_member_of	LDC	eng-NG-31-100621-11188209:755-899,eng-NG-31-100621-11188209:901-949	Apple	eng-NG-31-100621-11188209:165-169	1.0
CS14_ENG_184_01	org:founded_by	LDC	APW_ENG_20090721.1235:433-534	Steve Jobs	APW_ENG_20090721.1235:489-498	1.0
CS14_ENG_184_01	org:founded_by	LDC	eng-NG-31-127078-8250169:1647-1746	Steve Wozniak	eng-NG-31-127078-8250169:1714-1726	1.0
CS14_ENG_185_00	gpe:headquarters_in_city	LDC	APW_ENG_20100711.0735:1356-1435	ExxonMobil	APW_ENG_20100711.0735:894-903	1.0
CS14_ENG_185_01	org:number_of_employees_members	LDC	eng-NG-31-131570-8420080:3095-3239,eng-NG-31-131570-8420080:3241-3295	80,000	eng-NG-31-131570-8420080:3263-3268	1.0
CS14_ENG_185_00	gpe:headquarters_in_city	LDC	bolt-eng-DF-170-181113-8748436:774-918,bolt-eng-DF-170-181113-8748436:920-1005	Hostess Brands Inc.	bolt-eng-DF-170-181113-8748436:502-520	1.0
CS14_ENG_185_01	org:number_of_employees_members	LDC	bolt-eng-DF-170-181113-8748436:774-918,bolt-eng-DF-170-181113-8748436:920-1005	19000	bolt-eng-DF-170-181113-8748436:839-844	1.0
CS14_ENG_185_00	gpe:headquarters_in_city	LDC	APW_ENG_20100113.1435:483-607	Zale Corp.	APW_ENG_20100113.1435:208-217	1.0
CS14_ENG_185_00	gpe:headquarters_in_city	LDC	XIN_ENG_20090915.0268:741-801	Darling International Inc	XIN_ENG_20090915.0268:754-778	1.0
CS14_ENG_185_00	gpe:headquarters_in_city	LDC	NYT_ENG_20101215.0195:757-904,NYT_ENG_20101215.0195:906-939	Archon Group	NYT_ENG_20101215.0195:785-796	1.0
CS14_ENG_185_00	gpe:headquarters_in_city	LDC	APW_ENG_20100422.0115:697-841	Boy Scouts of America	APW_ENG_20100422.0115:196-216	1.0
CS14_ENG_185_00	gpe:headquarters_in_city	LDC	WPB_ENG_20100803.0035:1518-1634	Merritt Hawkins	WPB_ENG_20100803.0035:1595-1609	1.0
CS14_ENG_185_00	gpe:headquarters_in_city	LDC	APW_ENG_20100731.0045:5035-5182,APW_ENG_20100731.0045:5184-5261	Michaels Stores Inc.	APW_ENG_20100731.0045:5184-5203	1.0
CS14_ENG_186_00	per:country_of_birth	LDC	AFP_ENG_20090531.0079:1370-1509	Angola	AFP_ENG_20090531.0079:105-110	1.0
CS14_ENG_186_01	gpe:member_of	LDC	XIN_ENG_20090814.0118:199-346	Working Group of Defense Inspectors of the Southern Africa Development Community	XIN_ENG_20090814.0118:259-338	1.0
CS14_ENG_186_01	gpe:member_of	LDC	AFP_ENG_20090702.0435:2209-2350	African Union	AFP_ENG_20090702.0435:2241-2253	1.0
CS14_ENG_186_01	gpe:member_of	LDC	XIN_ENG_20101026.0157:948-1071,XIN_ENG_20101026.0157:1073-1199	Community of Portuguese-Language Countries	XIN_ENG_20101026.0157:218-260	1.0
CS14_ENG_187_00	per:spouse	LDC	AFP_ENG_20100311.0300:178-250	Julia Urquidi	AFP_ENG_20100311.0300:238-250	1.0
CS14_ENG_187_01	per:city_of_death	LDC	AFP_ENG_20100311.0300:238-295	Santa Cruz	AFP_ENG_20100311.0300:286-295	1.0
CS14_ENG_188_00	gpe:residents_of_stateorprovince	LDC	APW_ENG_20091020.0390:285-360	David Swain	APW_ENG_20091020.0390:427-437	1.0
CS14_ENG_188_01	per:cause_of_death	LDC	APW_ENG_20091020.0390:581-613	drowning	APW_ENG_20091020.0390:315-322	1.0
CS14_ENG_189_00	org:employees_or_members	LDC	AFP_ENG_20101028.0064:1783-1824	Patricio Albacete	AFP_ENG_20101028.0064:1793-1809	1.0
CS14_ENG_189_01	per:country_of_birth	LDC	AFP_ENG_20100920.0160:192-251	Argentina	AFP_ENG_20100920.0160:203-211	1.0
CS14_ENG_190_00	org:students	LDC	APW_ENG_20100802.0280:2918-2962	Robert H. Reid	APW_ENG_20100802.0280:179-192	1.0
CS14_ENG_190_01	per:employee_or_member_of	LDC	APW_ENG_20100802.0280:179-326,APW_ENG_20100802.0280:328-445	The Associated Press	APW_ENG_20100802.0280:425-444	1.0
CS14_ENG_190_01	per:employee_or_member_of	LDC	APW_ENG_20100802.0280:1778-1868	U.S. Army	APW_ENG_20100802.0280:1813-1821	1.0
CS14_ENG_190_01	per:employee_or_member_of	LDC	APW_ENG_20100802.0280:1778-1868	U.S.	APW_ENG_20100802.0280:1076-1079	1.0
CS14_ENG_190_00	org:students	LDC	NYT_ENG_20090827.0037:3065-3110	William Austin Emerson Jr.	NYT_ENG_20090827.0037:2819-2844	1.0
CS14_ENG_190_01	per:employee_or_member_of	LDC	NYT_ENG_20090827.0037:148-295,NYT_ENG_20090827.0037:297-308	The Saturday Evening Post	NYT_ENG_20090827.0037:194-218	1.0
CS14_ENG_190_01	per:employee_or_member_of	LDC	NYT_ENG_20090827.0037:620-705	Southern bureau	NYT_ENG_20090827.0037:634-648	1.0
CS14_ENG_190_01	per:employee_or_member_of	LDC	NYT_ENG_20090827.0037:1387-1462	Newsweek	NYT_ENG_20090827.0037:623-630	1.0
CS14_ENG_190_01	per:employee_or_member_of	LDC	NYT_ENG_20090827.0037:3065-3205,NYT_ENG_20090827.0037:3207-3224	Collier's	NYT_ENG_20090827.0037:3207-3215	1.0
CS14_ENG_190_01	per:employee_or_member_of	LDC	NYT_ENG_20090827.0037:3312-3394	University of South Carolina	NYT_ENG_20090827.0037:3367-3394	1.0
CS14_ENG_190_00	org:students	LDC	NYT_ENG_20090904.0133:5702-5821	Carrell Brown	NYT_ENG_20090904.0133:5702-5713	1.0
CS14_ENG_190_00	org:students	LDC	eng-NG-31-149599-10593506:552-589	P.C. Enniss	eng-NG-31-149599-10593506:468-478	1.0
CS14_ENG_190_01	per:employee_or_member_of	LDC	eng-NG-31-149599-10593506:468-550	Trinity Presbyterian Church	eng-NG-31-149599-10593506:508-534	1.0
CS14_ENG_190_00	org:students	LDC	eng-NG-31-126958-8238436:2027-2089	John Montgomery Belk	eng-NG-31-126958-8238436:158-177	1.0
